"sk_evento","sk_grupo","sk_pessoa","sk_quadro_coluna","sk_data_evento","ocorrido_em","grupo","cartao_numero","acao","tipo_evento","coluna"
"6851","2","45","5","20260609","2026-06-09T17:22:45.897Z","G02","331","add","coluna","Backlog"
"6852","2","45","6","20260609","2026-06-09T17:22:51.797Z","G02","331","add","coluna","Doing"
"6853","2","45","5","20260609","2026-06-09T17:22:51.797Z","G02","331","remove","coluna","Backlog"
"6854","2","45","7","20260609","2026-06-09T17:33:54.073Z","G02","331","add","coluna","Waiting Review"
"6855","2","45","6","20260609","2026-06-09T17:33:54.073Z","G02","331","remove","coluna","Doing"
"6856","2","41","8","20260609","2026-06-09T18:07:07.377Z","G02","331","add","coluna","Review"
"6857","2","41","7","20260609","2026-06-09T18:07:07.377Z","G02","331","remove","coluna","Waiting Review"
"6858","2","41","-1","20260609","2026-06-09T17:32:45.181Z","G02","332","add","rotulo","ART. 7"
"6859","2","41","-1","20260609","2026-06-09T17:32:45.181Z","G02","332","add","rotulo","DESIGN"
"6860","2","41","-1","20260609","2026-06-09T17:32:45.181Z","G02","332","add","rotulo","SIZE_M"
"6861","2","41","5","20260609","2026-06-09T17:33:18.047Z","G02","332","add","coluna","Backlog"
"6862","2","41","6","20260609","2026-06-09T17:33:19.966Z","G02","332","add","coluna","Doing"
"6863","2","41","5","20260609","2026-06-09T17:33:19.966Z","G02","332","remove","coluna","Backlog"
"6864","2","41","7","20260609","2026-06-09T18:54:04.807Z","G02","332","add","coluna","Waiting Review"
"6865","2","41","6","20260609","2026-06-09T18:54:04.807Z","G02","332","remove","coluna","Doing"
"6866","2","45","8","20260612","2026-06-12T14:34:33.240Z","G02","332","add","coluna","Review"
"6867","2","45","7","20260612","2026-06-12T14:34:33.240Z","G02","332","remove","coluna","Waiting Review"
"6868","2","45","8","20260612","2026-06-12T16:12:33.967Z","G02","332","remove","coluna","Review"
"6869","2","41","-1","20260609","2026-06-09T17:37:47.520Z","G02","333","add","rotulo","DOCUMENTATION"
"6870","2","41","-1","20260609","2026-06-09T17:37:47.520Z","G02","333","add","rotulo","SIZE_M"
"6871","2","41","5","20260609","2026-06-09T17:38:09.276Z","G02","333","add","coluna","Backlog"
"6872","2","41","6","20260612","2026-06-12T22:38:51.832Z","G02","333","add","coluna","Doing"
"6873","2","41","5","20260612","2026-06-12T22:38:51.832Z","G02","333","remove","coluna","Backlog"
"6874","2","41","7","20260612","2026-06-12T23:15:50.123Z","G02","333","add","coluna","Waiting Review"
"6875","2","41","6","20260612","2026-06-12T23:15:50.123Z","G02","333","remove","coluna","Doing"
"6876","2","44","8","20260613","2026-06-13T02:22:46.928Z","G02","333","add","coluna","Review"
"6877","2","44","7","20260613","2026-06-13T02:22:46.928Z","G02","333","remove","coluna","Waiting Review"
"6878","2","44","8","20260613","2026-06-13T02:37:46.350Z","G02","333","remove","coluna","Review"
"6879","2","41","-1","20260609","2026-06-09T17:39:21.293Z","G02","334","add","rotulo","CODE"
"6880","2","41","-1","20260609","2026-06-09T17:39:21.293Z","G02","334","add","rotulo","SIZE_P"
"6881","2","44","-1","20260615","2026-06-15T21:37:21.216Z","G02","334","add","rotulo","BUG"
"6882","2","44","-1","20260615","2026-06-15T21:37:21.216Z","G02","334","add","rotulo","SIZE_M"
"6883","2","44","-1","20260615","2026-06-15T21:37:21.216Z","G02","334","remove","rotulo","CODE"
"6884","2","44","-1","20260615","2026-06-15T21:37:21.216Z","G02","334","remove","rotulo","SIZE_P"
"6885","2","47","-1","20260609","2026-06-09T17:42:00.796Z","G02","335","add","rotulo","CODE"
"6886","2","47","-1","20260609","2026-06-09T17:42:00.796Z","G02","335","add","rotulo","SIZE_M"
"6887","2","47","5","20260609","2026-06-09T17:42:33.695Z","G02","335","add","coluna","Backlog"
"6888","2","47","6","20260609","2026-06-09T17:42:37.090Z","G02","335","add","coluna","Doing"
"6889","2","47","5","20260609","2026-06-09T17:42:37.090Z","G02","335","remove","coluna","Backlog"
"6890","2","47","7","20260609","2026-06-09T18:53:59.578Z","G02","335","add","coluna","Waiting Review"
"6891","2","47","6","20260609","2026-06-09T18:53:59.578Z","G02","335","remove","coluna","Doing"
"6892","2","44","8","20260611","2026-06-11T03:35:04.642Z","G02","335","add","coluna","Review"
"6893","2","44","7","20260611","2026-06-11T03:35:04.642Z","G02","335","remove","coluna","Waiting Review"
"6894","2","44","8","20260611","2026-06-11T04:20:36.812Z","G02","335","remove","coluna","Review"
"6895","2","48","-1","20260609","2026-06-09T17:41:57.551Z","G02","336","add","rotulo","CODE"
"6896","2","48","-1","20260609","2026-06-09T17:41:57.551Z","G02","336","add","rotulo","SIZE_M"
"6897","2","48","5","20260609","2026-06-09T17:44:36.882Z","G02","336","add","coluna","Backlog"
"6898","2","48","6","20260609","2026-06-09T17:45:10.187Z","G02","336","add","coluna","Doing"
"6899","2","48","5","20260609","2026-06-09T17:45:10.187Z","G02","336","remove","coluna","Backlog"
"6900","2","48","7","20260609","2026-06-09T18:25:27.496Z","G02","336","add","coluna","Waiting Review"
"6901","2","48","6","20260609","2026-06-09T18:25:27.496Z","G02","336","remove","coluna","Doing"
"6902","2","41","8","20260612","2026-06-12T03:13:57.981Z","G02","336","add","coluna","Review"
"6903","2","41","7","20260612","2026-06-12T03:13:57.981Z","G02","336","remove","coluna","Waiting Review"
"6904","2","41","8","20260612","2026-06-12T10:56:15.029Z","G02","336","remove","coluna","Review"
"6905","2","47","-1","20260610","2026-06-10T14:48:02.682Z","G02","337","add","rotulo","CODE"
"6906","2","47","-1","20260610","2026-06-10T14:48:02.682Z","G02","337","add","rotulo","SIZE_M"
"6907","2","47","5","20260610","2026-06-10T14:48:10.233Z","G02","337","add","coluna","Backlog"
"6908","2","47","6","20260610","2026-06-10T14:48:11.958Z","G02","337","add","coluna","Doing"
"6909","2","47","5","20260610","2026-06-10T14:48:11.958Z","G02","337","remove","coluna","Backlog"
"6910","2","47","7","20260610","2026-06-10T17:36:07.557Z","G02","337","add","coluna","Waiting Review"
"6911","2","47","6","20260610","2026-06-10T17:36:07.557Z","G02","337","remove","coluna","Doing"
"6912","2","44","8","20260611","2026-06-11T03:34:56.861Z","G02","337","add","coluna","Review"
"6913","2","44","7","20260611","2026-06-11T03:34:56.861Z","G02","337","remove","coluna","Waiting Review"
"6914","2","44","8","20260611","2026-06-11T04:20:35.379Z","G02","337","remove","coluna","Review"
"6915","2","47","5","20260610","2026-06-10T18:08:40.944Z","G02","338","add","coluna","Backlog"
"6916","2","47","6","20260610","2026-06-10T18:08:42.417Z","G02","338","add","coluna","Doing"
"6917","2","47","5","20260610","2026-06-10T18:08:42.417Z","G02","338","remove","coluna","Backlog"
"6918","2","47","-1","20260610","2026-06-10T18:09:00.137Z","G02","338","add","rotulo","DOCUMENTATION"
"6919","2","47","-1","20260610","2026-06-10T18:09:00.137Z","G02","338","add","rotulo","SIZE_M"
"6920","2","47","7","20260610","2026-06-10T20:56:50.027Z","G02","338","add","coluna","Waiting Review"
"6921","2","47","6","20260610","2026-06-10T20:56:50.027Z","G02","338","remove","coluna","Doing"
"6922","2","44","8","20260611","2026-06-11T03:34:54.818Z","G02","338","add","coluna","Review"
"6923","2","44","7","20260611","2026-06-11T03:34:54.818Z","G02","338","remove","coluna","Waiting Review"
"6924","2","44","8","20260611","2026-06-11T04:20:37.513Z","G02","338","remove","coluna","Review"
"6925","2","44","-1","20260611","2026-06-11T01:58:07.077Z","G02","339","add","rotulo","SIZE_M"
"6926","2","44","5","20260611","2026-06-11T01:58:41.225Z","G02","339","add","coluna","Backlog"
"6927","2","44","-1","20260611","2026-06-11T01:58:55.971Z","G02","339","add","rotulo","ART. 10"
"6928","2","44","-1","20260611","2026-06-11T01:58:55.971Z","G02","339","add","rotulo","CODE"
"6929","2","44","6","20260611","2026-06-11T01:59:01.181Z","G02","339","add","coluna","Doing"
"6930","2","44","5","20260611","2026-06-11T01:59:01.181Z","G02","339","remove","coluna","Backlog"
"6931","2","44","7","20260611","2026-06-11T02:46:01.532Z","G02","339","add","coluna","Waiting Review"
"6932","2","44","6","20260611","2026-06-11T02:46:01.532Z","G02","339","remove","coluna","Doing"
"6933","2","41","8","20260612","2026-06-12T03:14:37.103Z","G02","339","add","coluna","Review"
"6934","2","41","7","20260612","2026-06-12T03:14:37.103Z","G02","339","remove","coluna","Waiting Review"
"6935","2","41","8","20260612","2026-06-12T10:56:05.539Z","G02","339","remove","coluna","Review"
"6936","2","44","-1","20260611","2026-06-11T01:58:27.204Z","G02","340","add","rotulo","SIZE_M"
"6937","2","44","-1","20260611","2026-06-11T01:59:12.562Z","G02","340","add","rotulo","ART. 10"
"6938","2","44","-1","20260611","2026-06-11T01:59:12.562Z","G02","340","add","rotulo","CODE"
"6939","2","44","5","20260611","2026-06-11T02:58:21.547Z","G02","340","add","coluna","Backlog"
"6940","2","44","6","20260611","2026-06-11T02:58:23.499Z","G02","340","add","coluna","Doing"
"6941","2","44","5","20260611","2026-06-11T02:58:23.499Z","G02","340","remove","coluna","Backlog"
"6942","2","44","7","20260611","2026-06-11T03:34:48.106Z","G02","340","add","coluna","Waiting Review"
"6943","2","44","6","20260611","2026-06-11T03:34:48.106Z","G02","340","remove","coluna","Doing"
"6944","2","41","8","20260612","2026-06-12T03:14:38.406Z","G02","340","add","coluna","Review"
"6945","2","41","7","20260612","2026-06-12T03:14:38.406Z","G02","340","remove","coluna","Waiting Review"
"6946","2","41","8","20260612","2026-06-12T10:56:04.595Z","G02","340","remove","coluna","Review"
"6947","2","48","-1","20260611","2026-06-11T17:29:43.962Z","G02","341","add","rotulo","CODE"
"6948","2","48","-1","20260611","2026-06-11T17:29:43.962Z","G02","341","add","rotulo","SIZE_M"
"6949","2","48","5","20260611","2026-06-11T17:30:11.910Z","G02","341","add","coluna","Backlog"
"6950","2","48","6","20260611","2026-06-11T17:30:19.117Z","G02","341","add","coluna","Doing"
"6951","2","48","5","20260611","2026-06-11T17:30:19.117Z","G02","341","remove","coluna","Backlog"
"6952","2","48","7","20260611","2026-06-11T18:34:45.448Z","G02","341","add","coluna","Waiting Review"
"6953","2","48","6","20260611","2026-06-11T18:34:45.448Z","G02","341","remove","coluna","Doing"
"6954","2","41","8","20260612","2026-06-12T03:14:45.896Z","G02","341","add","coluna","Review"
"6955","2","41","7","20260612","2026-06-12T03:14:45.896Z","G02","341","remove","coluna","Waiting Review"
"6956","2","41","8","20260612","2026-06-12T10:56:00.538Z","G02","341","remove","coluna","Review"
"6957","2","41","-1","20260611","2026-06-11T17:32:27.012Z","G02","342","add","rotulo","CODE"
"6958","2","41","-1","20260611","2026-06-11T17:32:27.012Z","G02","342","add","rotulo","SIZE_M"
"6959","2","41","5","20260611","2026-06-11T17:34:25.268Z","G02","342","add","coluna","Backlog"
"6960","2","41","6","20260611","2026-06-11T17:34:27.599Z","G02","342","add","coluna","Doing"
"6961","2","41","5","20260611","2026-06-11T17:34:27.599Z","G02","342","remove","coluna","Backlog"
"6962","2","41","7","20260611","2026-06-11T18:47:19.613Z","G02","342","add","coluna","Waiting Review"
"6963","2","41","6","20260611","2026-06-11T18:47:19.613Z","G02","342","remove","coluna","Doing"
"6964","2","45","8","20260612","2026-06-12T14:34:22.134Z","G02","342","add","coluna","Review"
"6965","2","45","7","20260612","2026-06-12T14:34:22.134Z","G02","342","remove","coluna","Waiting Review"
"6966","2","45","8","20260612","2026-06-12T16:09:14.729Z","G02","342","remove","coluna","Review"
"6967","2","44","-1","20260611","2026-06-11T17:38:31.681Z","G02","343","add","rotulo","DESIGN"
"6968","2","44","-1","20260611","2026-06-11T17:38:31.681Z","G02","343","add","rotulo","Presentation"
"6969","2","44","-1","20260611","2026-06-11T17:38:31.681Z","G02","343","add","rotulo","SIZE_G"
"6970","2","44","5","20260611","2026-06-11T23:23:10.044Z","G02","343","add","coluna","Backlog"
"6971","2","44","6","20260611","2026-06-11T23:23:13.241Z","G02","343","add","coluna","Doing"
"6972","2","44","5","20260611","2026-06-11T23:23:13.241Z","G02","343","remove","coluna","Backlog"
"6973","2","44","7","20260612","2026-06-12T01:41:02.113Z","G02","343","add","coluna","Waiting Review"
"6974","2","44","6","20260612","2026-06-12T01:41:02.113Z","G02","343","remove","coluna","Doing"
"6975","2","41","8","20260612","2026-06-12T03:15:48.357Z","G02","343","add","coluna","Review"
"6976","2","41","7","20260612","2026-06-12T03:15:48.357Z","G02","343","remove","coluna","Waiting Review"
"6977","2","41","8","20260612","2026-06-12T10:55:20.645Z","G02","343","remove","coluna","Review"
"6978","2","47","-1","20260611","2026-06-11T17:39:54.839Z","G02","344","add","rotulo","ART. 10"
"6979","2","47","-1","20260611","2026-06-11T17:39:54.839Z","G02","344","add","rotulo","DOCUMENTATION"
"6980","2","47","-1","20260611","2026-06-11T17:39:54.839Z","G02","344","add","rotulo","SIZE_G"
"6981","2","47","5","20260611","2026-06-11T17:43:08.206Z","G02","344","add","coluna","Backlog"
"6982","2","47","6","20260611","2026-06-11T17:43:10.813Z","G02","344","add","coluna","Doing"
"6983","2","47","5","20260611","2026-06-11T17:43:10.813Z","G02","344","remove","coluna","Backlog"
"6984","2","47","7","20260612","2026-06-12T01:06:39.043Z","G02","344","add","coluna","Waiting Review"
"6985","2","47","6","20260612","2026-06-12T01:06:39.043Z","G02","344","remove","coluna","Doing"
"6986","2","41","8","20260612","2026-06-12T23:47:08.248Z","G02","344","add","coluna","Review"
"6987","2","41","7","20260612","2026-06-12T23:47:08.248Z","G02","344","remove","coluna","Waiting Review"
"6988","2","41","8","20260613","2026-06-13T01:03:35.661Z","G02","344","remove","coluna","Review"
"6989","2","45","-1","20260611","2026-06-11T17:43:36.700Z","G02","345","add","rotulo","DESIGN"
"6990","2","45","-1","20260611","2026-06-11T17:43:36.700Z","G02","345","add","rotulo","Presentation"
"6991","2","45","-1","20260611","2026-06-11T17:43:36.700Z","G02","345","add","rotulo","SIZE_G"
"6992","2","45","5","20260611","2026-06-11T17:44:31.553Z","G02","345","add","coluna","Backlog"
"6993","2","45","6","20260611","2026-06-11T17:44:34.925Z","G02","345","add","coluna","Doing"
"6994","2","45","5","20260611","2026-06-11T17:44:34.925Z","G02","345","remove","coluna","Backlog"
"6995","2","45","7","20260611","2026-06-11T18:53:19.136Z","G02","345","add","coluna","Waiting Review"
"6996","2","45","6","20260611","2026-06-11T18:53:19.136Z","G02","345","remove","coluna","Doing"
"6997","2","41","8","20260612","2026-06-12T03:15:14.122Z","G02","345","add","coluna","Review"
"6998","2","41","7","20260612","2026-06-12T03:15:14.122Z","G02","345","remove","coluna","Waiting Review"
"6999","2","41","8","20260612","2026-06-12T10:55:30.316Z","G02","345","remove","coluna","Review"
"7000","2","45","-1","20260611","2026-06-11T18:40:57.890Z","G02","346","add","rotulo","CODE"
"7001","2","45","-1","20260611","2026-06-11T18:40:57.890Z","G02","346","add","rotulo","SIZE_P"
"7002","2","45","5","20260611","2026-06-11T19:19:15.906Z","G02","346","add","coluna","Backlog"
"7003","2","45","6","20260611","2026-06-11T19:19:17.209Z","G02","346","add","coluna","Doing"
"7004","2","45","5","20260611","2026-06-11T19:19:17.209Z","G02","346","remove","coluna","Backlog"
"7005","2","45","7","20260611","2026-06-11T19:57:45.071Z","G02","346","add","coluna","Waiting Review"
"7006","2","45","6","20260611","2026-06-11T19:57:45.071Z","G02","346","remove","coluna","Doing"
"7007","2","41","8","20260612","2026-06-12T03:15:17.599Z","G02","346","add","coluna","Review"
"7008","2","41","7","20260612","2026-06-12T03:15:17.599Z","G02","346","remove","coluna","Waiting Review"
"7009","2","41","8","20260612","2026-06-12T10:55:26.326Z","G02","346","remove","coluna","Review"
"7010","2","45","-1","20260611","2026-06-11T18:41:06.049Z","G02","347","add","rotulo","CODE"
"7011","2","45","-1","20260611","2026-06-11T18:41:06.049Z","G02","347","add","rotulo","SIZE_P"
"7012","2","45","5","20260611","2026-06-11T19:57:48.257Z","G02","347","add","coluna","Backlog"
"7013","2","45","6","20260611","2026-06-11T19:57:49.349Z","G02","347","add","coluna","Doing"
"7014","2","45","5","20260611","2026-06-11T19:57:49.349Z","G02","347","remove","coluna","Backlog"
"7015","2","45","7","20260611","2026-06-11T20:19:50.742Z","G02","347","add","coluna","Waiting Review"
"7016","2","45","6","20260611","2026-06-11T20:19:50.742Z","G02","347","remove","coluna","Doing"
"7017","2","41","8","20260612","2026-06-12T03:15:22.163Z","G02","347","add","coluna","Review"
"7018","2","41","7","20260612","2026-06-12T03:15:22.163Z","G02","347","remove","coluna","Waiting Review"
"7019","2","41","8","20260612","2026-06-12T10:55:27.188Z","G02","347","remove","coluna","Review"
"7020","2","45","-1","20260611","2026-06-11T18:41:15.587Z","G02","348","add","rotulo","CODE"
"7021","2","45","-1","20260611","2026-06-11T18:41:15.587Z","G02","348","add","rotulo","SIZE_P"
"7022","2","45","5","20260611","2026-06-11T20:19:53.302Z","G02","348","add","coluna","Backlog"
"7023","2","45","6","20260611","2026-06-11T20:19:54.898Z","G02","348","add","coluna","Doing"
"7024","2","45","5","20260611","2026-06-11T20:19:54.898Z","G02","348","remove","coluna","Backlog"
"7025","2","45","7","20260611","2026-06-11T20:37:19.268Z","G02","348","add","coluna","Waiting Review"
"7026","2","45","6","20260611","2026-06-11T20:37:19.268Z","G02","348","remove","coluna","Doing"
"7027","2","41","8","20260612","2026-06-12T03:15:20.618Z","G02","348","add","coluna","Review"
"7028","2","41","7","20260612","2026-06-12T03:15:20.618Z","G02","348","remove","coluna","Waiting Review"
"7029","2","41","8","20260612","2026-06-12T10:55:28.503Z","G02","348","remove","coluna","Review"
"7030","2","45","-1","20260611","2026-06-11T18:41:23.975Z","G02","349","add","rotulo","CODE"
"7031","2","45","-1","20260611","2026-06-11T18:41:23.975Z","G02","349","add","rotulo","SIZE_P"
"7032","2","45","5","20260611","2026-06-11T20:30:49.538Z","G02","349","add","coluna","Backlog"
"7033","2","45","6","20260611","2026-06-11T20:59:01.382Z","G02","349","add","coluna","Doing"
"7034","2","45","5","20260611","2026-06-11T20:59:01.382Z","G02","349","remove","coluna","Backlog"
"7035","2","45","7","20260611","2026-06-11T23:12:37.591Z","G02","349","add","coluna","Waiting Review"
"7036","2","45","6","20260611","2026-06-11T23:12:37.591Z","G02","349","remove","coluna","Doing"
"7037","2","41","8","20260612","2026-06-12T03:15:39.013Z","G02","349","add","coluna","Review"
"7038","2","41","7","20260612","2026-06-12T03:15:39.013Z","G02","349","remove","coluna","Waiting Review"
"7039","2","41","8","20260612","2026-06-12T10:55:25.558Z","G02","349","remove","coluna","Review"
"7040","2","45","-1","20260611","2026-06-11T18:42:10.014Z","G02","350","add","rotulo","CODE"
"7041","2","45","-1","20260611","2026-06-11T18:42:10.014Z","G02","350","add","rotulo","SIZE_P"
"7042","2","45","5","20260611","2026-06-11T20:30:51.963Z","G02","350","add","coluna","Backlog"
"7043","2","45","6","20260611","2026-06-11T20:37:20.869Z","G02","350","add","coluna","Doing"
"7044","2","45","5","20260611","2026-06-11T20:37:20.869Z","G02","350","remove","coluna","Backlog"
"7045","2","45","7","20260611","2026-06-11T20:58:59.816Z","G02","350","add","coluna","Waiting Review"
"7046","2","45","6","20260611","2026-06-11T20:58:59.816Z","G02","350","remove","coluna","Doing"
"7047","2","41","8","20260612","2026-06-12T03:15:40.356Z","G02","350","add","coluna","Review"
"7048","2","41","7","20260612","2026-06-12T03:15:40.356Z","G02","350","remove","coluna","Waiting Review"
"7049","2","41","8","20260612","2026-06-12T10:55:21.658Z","G02","350","remove","coluna","Review"
"7050","2","45","-1","20260611","2026-06-11T21:03:30.990Z","G02","351","add","rotulo","DESIGN"
"7051","2","45","-1","20260611","2026-06-11T21:03:30.990Z","G02","351","add","rotulo","Presentation"
"7052","2","45","-1","20260611","2026-06-11T21:03:30.990Z","G02","351","add","rotulo","SIZE_G"
"7053","2","45","5","20260611","2026-06-11T23:12:44.884Z","G02","351","add","coluna","Backlog"
"7054","2","45","6","20260611","2026-06-11T23:12:44.892Z","G02","351","add","coluna","Doing"
"7055","2","45","7","20260612","2026-06-12T02:29:09.081Z","G02","351","add","coluna","Waiting Review"
"7056","2","45","6","20260612","2026-06-12T02:29:09.081Z","G02","351","remove","coluna","Doing"
"7057","2","41","8","20260612","2026-06-12T03:15:54.441Z","G02","351","add","coluna","Review"
"7058","2","41","7","20260612","2026-06-12T03:15:54.441Z","G02","351","remove","coluna","Waiting Review"
"7059","2","41","5","20260612","2026-06-12T10:55:19.684Z","G02","351","remove","coluna","Backlog"
"7060","2","41","8","20260612","2026-06-12T10:55:19.684Z","G02","351","remove","coluna","Review"
"7061","2","48","-1","20260612","2026-06-12T01:37:27.509Z","G02","352","add","rotulo","ART. 13"
"7062","2","48","-1","20260612","2026-06-12T01:37:27.509Z","G02","352","add","rotulo","DOCUMENTATION"
"7063","2","48","-1","20260612","2026-06-12T01:37:27.509Z","G02","352","add","rotulo","SIZE_M"
"7064","2","48","5","20260612","2026-06-12T01:37:46.906Z","G02","352","add","coluna","Backlog"
"7065","2","48","6","20260612","2026-06-12T01:38:02.763Z","G02","352","add","coluna","Doing"
"7066","2","48","5","20260612","2026-06-12T01:38:02.763Z","G02","352","remove","coluna","Backlog"
"7067","2","48","7","20260612","2026-06-12T02:49:14.889Z","G02","352","add","coluna","Waiting Review"
"7068","2","48","6","20260612","2026-06-12T02:49:14.889Z","G02","352","remove","coluna","Doing"
"7069","2","45","8","20260612","2026-06-12T10:57:29.423Z","G02","352","add","coluna","Review"
"7070","2","45","7","20260612","2026-06-12T10:57:29.423Z","G02","352","remove","coluna","Waiting Review"
"7071","2","45","8","20260612","2026-06-12T14:33:32.187Z","G02","352","remove","coluna","Review"
"7072","2","41","-1","20260612","2026-06-12T01:42:12.196Z","G02","353","add","rotulo","DESIGN"
"7073","2","41","-1","20260612","2026-06-12T01:42:12.196Z","G02","353","add","rotulo","SIZE_G"
"7074","2","41","-1","20260612","2026-06-12T01:42:12.196Z","G02","353","add","rotulo","SIZE_M"
"7075","2","41","-1","20260612","2026-06-12T01:42:14.543Z","G02","353","remove","rotulo","SIZE_M"
"7076","2","41","5","20260612","2026-06-12T01:44:24.273Z","G02","353","add","coluna","Backlog"
"7077","2","41","6","20260612","2026-06-12T01:44:25.713Z","G02","353","add","coluna","Doing"
"7078","2","41","5","20260612","2026-06-12T01:44:25.713Z","G02","353","remove","coluna","Backlog"
"7079","2","41","7","20260612","2026-06-12T10:55:16.048Z","G02","353","add","coluna","Waiting Review"
"7080","2","41","6","20260612","2026-06-12T10:55:16.048Z","G02","353","remove","coluna","Doing"
"7081","2","45","8","20260612","2026-06-12T10:57:19.950Z","G02","353","add","coluna","Review"
"7082","2","45","7","20260612","2026-06-12T10:57:19.950Z","G02","353","remove","coluna","Waiting Review"
"7083","2","45","8","20260612","2026-06-12T14:33:00.650Z","G02","353","remove","coluna","Review"
"7084","2","41","-1","20260612","2026-06-12T11:26:38.770Z","G02","354","add","rotulo","ART. 12"
"7085","2","41","-1","20260612","2026-06-12T11:26:38.770Z","G02","354","add","rotulo","DOCUMENTATION"
"7086","2","41","-1","20260612","2026-06-12T11:26:38.770Z","G02","354","add","rotulo","SIZE_M"
"7087","2","41","5","20260612","2026-06-12T11:27:26.230Z","G02","354","add","coluna","Backlog"
"7088","2","41","6","20260612","2026-06-12T11:27:27.525Z","G02","354","add","coluna","Doing"
"7089","2","41","5","20260612","2026-06-12T11:27:27.525Z","G02","354","remove","coluna","Backlog"
"7090","2","41","7","20260612","2026-06-12T23:15:51.789Z","G02","354","add","coluna","Waiting Review"
"7091","2","41","6","20260612","2026-06-12T23:15:51.789Z","G02","354","remove","coluna","Doing"
"7092","2","48","8","20260613","2026-06-13T01:04:05.165Z","G02","354","add","coluna","Review"
"7093","2","48","7","20260613","2026-06-13T01:04:05.165Z","G02","354","remove","coluna","Waiting Review"
"7094","2","48","8","20260613","2026-06-13T01:09:36.197Z","G02","354","remove","coluna","Review"
"7095","2","48","-1","20260612","2026-06-12T13:08:17.250Z","G02","355","add","rotulo","ART. 13"
"7096","2","48","-1","20260612","2026-06-12T13:08:17.250Z","G02","355","add","rotulo","DOCUMENTATION"
"7097","2","48","-1","20260612","2026-06-12T13:08:17.250Z","G02","355","add","rotulo","SIZE_M"
"7098","2","48","5","20260612","2026-06-12T13:09:44.046Z","G02","355","add","coluna","Backlog"
"7099","2","48","6","20260612","2026-06-12T13:14:33.240Z","G02","355","add","coluna","Doing"
"7100","2","48","5","20260612","2026-06-12T13:14:33.240Z","G02","355","remove","coluna","Backlog"
"7101","2","48","7","20260612","2026-06-12T14:33:09.595Z","G02","355","add","coluna","Waiting Review"
"7102","2","48","6","20260612","2026-06-12T14:33:09.595Z","G02","355","remove","coluna","Doing"
"7103","2","41","8","20260612","2026-06-12T23:15:56.437Z","G02","355","add","coluna","Review"
"7104","2","41","7","20260612","2026-06-12T23:15:56.437Z","G02","355","remove","coluna","Waiting Review"
"7105","2","41","8","20260612","2026-06-12T23:47:14.501Z","G02","355","remove","coluna","Review"
"7106","2","47","-1","20260612","2026-06-12T13:38:27.187Z","G02","356","add","rotulo","ART. 10"
"7107","2","47","-1","20260612","2026-06-12T13:38:27.187Z","G02","356","add","rotulo","DOCUMENTATION"
"7108","2","47","-1","20260612","2026-06-12T13:38:27.187Z","G02","356","add","rotulo","SIZE_G"
"7109","2","47","5","20260612","2026-06-12T13:38:34.980Z","G02","356","add","coluna","Backlog"
"7110","2","47","6","20260612","2026-06-12T13:38:37.990Z","G02","356","add","coluna","Doing"
"7111","2","47","5","20260612","2026-06-12T13:38:37.990Z","G02","356","remove","coluna","Backlog"
"7112","2","47","7","20260612","2026-06-12T14:42:58.211Z","G02","356","add","coluna","Waiting Review"
"7113","2","47","6","20260612","2026-06-12T14:42:58.211Z","G02","356","remove","coluna","Doing"
"7114","2","41","8","20260612","2026-06-12T23:47:06.773Z","G02","356","add","coluna","Review"
"7115","2","41","7","20260612","2026-06-12T23:47:06.773Z","G02","356","remove","coluna","Waiting Review"
"7116","2","41","8","20260613","2026-06-13T01:03:36.520Z","G02","356","remove","coluna","Review"
"7117","2","44","-1","20260612","2026-06-12T14:37:47.909Z","G02","357","add","rotulo","CODE"
"7118","2","44","-1","20260612","2026-06-12T14:37:47.909Z","G02","357","add","rotulo","SIZE_GG"
"7119","2","44","5","20260612","2026-06-12T14:37:57.666Z","G02","357","add","coluna","Backlog"
"7120","2","44","6","20260612","2026-06-12T14:37:58.844Z","G02","357","add","coluna","Doing"
"7121","2","44","5","20260612","2026-06-12T14:37:58.844Z","G02","357","remove","coluna","Backlog"
"7122","2","44","7","20260612","2026-06-12T19:17:17.491Z","G02","357","add","coluna","Waiting Review"
"7123","2","44","6","20260612","2026-06-12T19:17:17.491Z","G02","357","remove","coluna","Doing"
"7124","2","41","-1","20260612","2026-06-12T15:52:46.236Z","G02","358","add","rotulo","ART. 13"
"7125","2","41","-1","20260612","2026-06-12T15:52:46.236Z","G02","358","add","rotulo","DOCUMENTATION"
"7126","2","41","-1","20260612","2026-06-12T15:52:46.236Z","G02","358","add","rotulo","SIZE_M"
"7127","2","41","5","20260612","2026-06-12T15:52:57.549Z","G02","358","add","coluna","Backlog"
"7128","2","41","-1","20260612","2026-06-12T15:55:33.898Z","G02","359","add","rotulo","ART. 13"
"7129","2","41","-1","20260612","2026-06-12T15:55:33.898Z","G02","359","add","rotulo","CODE"
"7130","2","41","-1","20260612","2026-06-12T15:55:33.898Z","G02","359","add","rotulo","SIZE_G"
"7131","2","41","5","20260612","2026-06-12T15:55:51.513Z","G02","359","add","coluna","Backlog"
"7132","2","48","-1","20260612","2026-06-12T18:13:32.701Z","G02","360","add","rotulo","ART. 13"
"7133","2","48","-1","20260612","2026-06-12T18:13:32.701Z","G02","360","add","rotulo","DOCUMENTATION"
