"sk_data","data","ano","trimestre","mes","nome_mes","dia","dia_semana_num","nome_dia_semana","eh_fim_de_semana"
"20240104","2024-01-04","2024","1","1","Janeiro","4","4","Quinta-feira","0"
"20240105","2024-01-05","2024","1","1","Janeiro","5","5","Sexta-feira","0"
"20240106","2024-01-06","2024","1","1","Janeiro","6","6","Sabado","1"
"20240107","2024-01-07","2024","1","1","Janeiro","7","0","Domingo","1"
"20240108","2024-01-08","2024","1","1","Janeiro","8","1","Segunda-feira","0"
"20240109","2024-01-09","2024","1","1","Janeiro","9","2","Terca-feira","0"
"20240110","2024-01-10","2024","1","1","Janeiro","10","3","Quarta-feira","0"
"20240111","2024-01-11","2024","1","1","Janeiro","11","4","Quinta-feira","0"
"20240112","2024-01-12","2024","1","1","Janeiro","12","5","Sexta-feira","0"
"20240113","2024-01-13","2024","1","1","Janeiro","13","6","Sabado","1"
"20240114","2024-01-14","2024","1","1","Janeiro","14","0","Domingo","1"
"20240115","2024-01-15","2024","1","1","Janeiro","15","1","Segunda-feira","0"
"20240116","2024-01-16","2024","1","1","Janeiro","16","2","Terca-feira","0"
"20240117","2024-01-17","2024","1","1","Janeiro","17","3","Quarta-feira","0"
"20240118","2024-01-18","2024","1","1","Janeiro","18","4","Quinta-feira","0"
"20240119","2024-01-19","2024","1","1","Janeiro","19","5","Sexta-feira","0"
"20240120","2024-01-20","2024","1","1","Janeiro","20","6","Sabado","1"
"20240121","2024-01-21","2024","1","1","Janeiro","21","0","Domingo","1"
"20240122","2024-01-22","2024","1","1","Janeiro","22","1","Segunda-feira","0"
"20240123","2024-01-23","2024","1","1","Janeiro","23","2","Terca-feira","0"
"20240124","2024-01-24","2024","1","1","Janeiro","24","3","Quarta-feira","0"
"20240125","2024-01-25","2024","1","1","Janeiro","25","4","Quinta-feira","0"
"20240126","2024-01-26","2024","1","1","Janeiro","26","5","Sexta-feira","0"
"20240127","2024-01-27","2024","1","1","Janeiro","27","6","Sabado","1"
"20240128","2024-01-28","2024","1","1","Janeiro","28","0","Domingo","1"
"20240129","2024-01-29","2024","1","1","Janeiro","29","1","Segunda-feira","0"
"20240130","2024-01-30","2024","1","1","Janeiro","30","2","Terca-feira","0"
"20240131","2024-01-31","2024","1","1","Janeiro","31","3","Quarta-feira","0"
"20240201","2024-02-01","2024","1","2","Fevereiro","1","4","Quinta-feira","0"
"20240202","2024-02-02","2024","1","2","Fevereiro","2","5","Sexta-feira","0"
"20240203","2024-02-03","2024","1","2","Fevereiro","3","6","Sabado","1"
"20240204","2024-02-04","2024","1","2","Fevereiro","4","0","Domingo","1"
"20240205","2024-02-05","2024","1","2","Fevereiro","5","1","Segunda-feira","0"
"20240206","2024-02-06","2024","1","2","Fevereiro","6","2","Terca-feira","0"
"20240207","2024-02-07","2024","1","2","Fevereiro","7","3","Quarta-feira","0"
"20240208","2024-02-08","2024","1","2","Fevereiro","8","4","Quinta-feira","0"
"20240209","2024-02-09","2024","1","2","Fevereiro","9","5","Sexta-feira","0"
"20240210","2024-02-10","2024","1","2","Fevereiro","10","6","Sabado","1"
"20240211","2024-02-11","2024","1","2","Fevereiro","11","0","Domingo","1"
"20240212","2024-02-12","2024","1","2","Fevereiro","12","1","Segunda-feira","0"
"20240213","2024-02-13","2024","1","2","Fevereiro","13","2","Terca-feira","0"
"20240214","2024-02-14","2024","1","2","Fevereiro","14","3","Quarta-feira","0"
"20240215","2024-02-15","2024","1","2","Fevereiro","15","4","Quinta-feira","0"
"20240216","2024-02-16","2024","1","2","Fevereiro","16","5","Sexta-feira","0"
"20240217","2024-02-17","2024","1","2","Fevereiro","17","6","Sabado","1"
"20240218","2024-02-18","2024","1","2","Fevereiro","18","0","Domingo","1"
"20240219","2024-02-19","2024","1","2","Fevereiro","19","1","Segunda-feira","0"
"20240220","2024-02-20","2024","1","2","Fevereiro","20","2","Terca-feira","0"
"20240221","2024-02-21","2024","1","2","Fevereiro","21","3","Quarta-feira","0"
"20240222","2024-02-22","2024","1","2","Fevereiro","22","4","Quinta-feira","0"
"20240223","2024-02-23","2024","1","2","Fevereiro","23","5","Sexta-feira","0"
"20240224","2024-02-24","2024","1","2","Fevereiro","24","6","Sabado","1"
"20240225","2024-02-25","2024","1","2","Fevereiro","25","0","Domingo","1"
"20240226","2024-02-26","2024","1","2","Fevereiro","26","1","Segunda-feira","0"
"20240227","2024-02-27","2024","1","2","Fevereiro","27","2","Terca-feira","0"
"20240228","2024-02-28","2024","1","2","Fevereiro","28","3","Quarta-feira","0"
"20240229","2024-02-29","2024","1","2","Fevereiro","29","4","Quinta-feira","0"
"20240301","2024-03-01","2024","1","3","Marco","1","5","Sexta-feira","0"
"20240302","2024-03-02","2024","1","3","Marco","2","6","Sabado","1"
"20240303","2024-03-03","2024","1","3","Marco","3","0","Domingo","1"
"20240304","2024-03-04","2024","1","3","Marco","4","1","Segunda-feira","0"
"20240305","2024-03-05","2024","1","3","Marco","5","2","Terca-feira","0"
"20240306","2024-03-06","2024","1","3","Marco","6","3","Quarta-feira","0"
"20240307","2024-03-07","2024","1","3","Marco","7","4","Quinta-feira","0"
"20240308","2024-03-08","2024","1","3","Marco","8","5","Sexta-feira","0"
"20240309","2024-03-09","2024","1","3","Marco","9","6","Sabado","1"
"20240310","2024-03-10","2024","1","3","Marco","10","0","Domingo","1"
"20240311","2024-03-11","2024","1","3","Marco","11","1","Segunda-feira","0"
"20240312","2024-03-12","2024","1","3","Marco","12","2","Terca-feira","0"
"20240313","2024-03-13","2024","1","3","Marco","13","3","Quarta-feira","0"
"20240314","2024-03-14","2024","1","3","Marco","14","4","Quinta-feira","0"
"20240315","2024-03-15","2024","1","3","Marco","15","5","Sexta-feira","0"
"20240316","2024-03-16","2024","1","3","Marco","16","6","Sabado","1"
"20240317","2024-03-17","2024","1","3","Marco","17","0","Domingo","1"
"20240318","2024-03-18","2024","1","3","Marco","18","1","Segunda-feira","0"
"20240319","2024-03-19","2024","1","3","Marco","19","2","Terca-feira","0"
"20240320","2024-03-20","2024","1","3","Marco","20","3","Quarta-feira","0"
"20240321","2024-03-21","2024","1","3","Marco","21","4","Quinta-feira","0"
"20240322","2024-03-22","2024","1","3","Marco","22","5","Sexta-feira","0"
"20240323","2024-03-23","2024","1","3","Marco","23","6","Sabado","1"
"20240324","2024-03-24","2024","1","3","Marco","24","0","Domingo","1"
"20240325","2024-03-25","2024","1","3","Marco","25","1","Segunda-feira","0"
"20240326","2024-03-26","2024","1","3","Marco","26","2","Terca-feira","0"
"20240327","2024-03-27","2024","1","3","Marco","27","3","Quarta-feira","0"
"20240328","2024-03-28","2024","1","3","Marco","28","4","Quinta-feira","0"
"20240329","2024-03-29","2024","1","3","Marco","29","5","Sexta-feira","0"
"20240330","2024-03-30","2024","1","3","Marco","30","6","Sabado","1"
"20240331","2024-03-31","2024","1","3","Marco","31","0","Domingo","1"
"20240401","2024-04-01","2024","2","4","Abril","1","1","Segunda-feira","0"
"20240402","2024-04-02","2024","2","4","Abril","2","2","Terca-feira","0"
"20240403","2024-04-03","2024","2","4","Abril","3","3","Quarta-feira","0"
"20240404","2024-04-04","2024","2","4","Abril","4","4","Quinta-feira","0"
"20240405","2024-04-05","2024","2","4","Abril","5","5","Sexta-feira","0"
"20240406","2024-04-06","2024","2","4","Abril","6","6","Sabado","1"
"20240407","2024-04-07","2024","2","4","Abril","7","0","Domingo","1"
"20240408","2024-04-08","2024","2","4","Abril","8","1","Segunda-feira","0"
"20240409","2024-04-09","2024","2","4","Abril","9","2","Terca-feira","0"
"20240410","2024-04-10","2024","2","4","Abril","10","3","Quarta-feira","0"
"20240411","2024-04-11","2024","2","4","Abril","11","4","Quinta-feira","0"
"20240412","2024-04-12","2024","2","4","Abril","12","5","Sexta-feira","0"
"20240413","2024-04-13","2024","2","4","Abril","13","6","Sabado","1"
"20240414","2024-04-14","2024","2","4","Abril","14","0","Domingo","1"
"20240415","2024-04-15","2024","2","4","Abril","15","1","Segunda-feira","0"
"20240416","2024-04-16","2024","2","4","Abril","16","2","Terca-feira","0"
"20240417","2024-04-17","2024","2","4","Abril","17","3","Quarta-feira","0"
"20240418","2024-04-18","2024","2","4","Abril","18","4","Quinta-feira","0"
"20240419","2024-04-19","2024","2","4","Abril","19","5","Sexta-feira","0"
"20240420","2024-04-20","2024","2","4","Abril","20","6","Sabado","1"
"20240421","2024-04-21","2024","2","4","Abril","21","0","Domingo","1"
"20240422","2024-04-22","2024","2","4","Abril","22","1","Segunda-feira","0"
"20240423","2024-04-23","2024","2","4","Abril","23","2","Terca-feira","0"
"20240424","2024-04-24","2024","2","4","Abril","24","3","Quarta-feira","0"
"20240425","2024-04-25","2024","2","4","Abril","25","4","Quinta-feira","0"
"20240426","2024-04-26","2024","2","4","Abril","26","5","Sexta-feira","0"
"20240427","2024-04-27","2024","2","4","Abril","27","6","Sabado","1"
"20240428","2024-04-28","2024","2","4","Abril","28","0","Domingo","1"
"20240429","2024-04-29","2024","2","4","Abril","29","1","Segunda-feira","0"
"20240430","2024-04-30","2024","2","4","Abril","30","2","Terca-feira","0"
"20240501","2024-05-01","2024","2","5","Maio","1","3","Quarta-feira","0"
"20240502","2024-05-02","2024","2","5","Maio","2","4","Quinta-feira","0"
"20240503","2024-05-03","2024","2","5","Maio","3","5","Sexta-feira","0"
"20240504","2024-05-04","2024","2","5","Maio","4","6","Sabado","1"
"20240505","2024-05-05","2024","2","5","Maio","5","0","Domingo","1"
"20240506","2024-05-06","2024","2","5","Maio","6","1","Segunda-feira","0"
"20240507","2024-05-07","2024","2","5","Maio","7","2","Terca-feira","0"
"20240508","2024-05-08","2024","2","5","Maio","8","3","Quarta-feira","0"
"20240509","2024-05-09","2024","2","5","Maio","9","4","Quinta-feira","0"
"20240510","2024-05-10","2024","2","5","Maio","10","5","Sexta-feira","0"
"20240511","2024-05-11","2024","2","5","Maio","11","6","Sabado","1"
"20240512","2024-05-12","2024","2","5","Maio","12","0","Domingo","1"
"20240513","2024-05-13","2024","2","5","Maio","13","1","Segunda-feira","0"
"20240514","2024-05-14","2024","2","5","Maio","14","2","Terca-feira","0"
"20240515","2024-05-15","2024","2","5","Maio","15","3","Quarta-feira","0"
"20240516","2024-05-16","2024","2","5","Maio","16","4","Quinta-feira","0"
"20240517","2024-05-17","2024","2","5","Maio","17","5","Sexta-feira","0"
"20240518","2024-05-18","2024","2","5","Maio","18","6","Sabado","1"
"20240519","2024-05-19","2024","2","5","Maio","19","0","Domingo","1"
"20240520","2024-05-20","2024","2","5","Maio","20","1","Segunda-feira","0"
"20240521","2024-05-21","2024","2","5","Maio","21","2","Terca-feira","0"
"20240522","2024-05-22","2024","2","5","Maio","22","3","Quarta-feira","0"
"20240523","2024-05-23","2024","2","5","Maio","23","4","Quinta-feira","0"
"20240524","2024-05-24","2024","2","5","Maio","24","5","Sexta-feira","0"
"20240525","2024-05-25","2024","2","5","Maio","25","6","Sabado","1"
"20240526","2024-05-26","2024","2","5","Maio","26","0","Domingo","1"
"20240527","2024-05-27","2024","2","5","Maio","27","1","Segunda-feira","0"
"20240528","2024-05-28","2024","2","5","Maio","28","2","Terca-feira","0"
"20240529","2024-05-29","2024","2","5","Maio","29","3","Quarta-feira","0"
"20240530","2024-05-30","2024","2","5","Maio","30","4","Quinta-feira","0"
"20240531","2024-05-31","2024","2","5","Maio","31","5","Sexta-feira","0"
"20240601","2024-06-01","2024","2","6","Junho","1","6","Sabado","1"
"20240602","2024-06-02","2024","2","6","Junho","2","0","Domingo","1"
"20240603","2024-06-03","2024","2","6","Junho","3","1","Segunda-feira","0"
"20240604","2024-06-04","2024","2","6","Junho","4","2","Terca-feira","0"
"20240605","2024-06-05","2024","2","6","Junho","5","3","Quarta-feira","0"
"20240606","2024-06-06","2024","2","6","Junho","6","4","Quinta-feira","0"
"20240607","2024-06-07","2024","2","6","Junho","7","5","Sexta-feira","0"
"20240608","2024-06-08","2024","2","6","Junho","8","6","Sabado","1"
"20240609","2024-06-09","2024","2","6","Junho","9","0","Domingo","1"
"20240610","2024-06-10","2024","2","6","Junho","10","1","Segunda-feira","0"
"20240611","2024-06-11","2024","2","6","Junho","11","2","Terca-feira","0"
"20240612","2024-06-12","2024","2","6","Junho","12","3","Quarta-feira","0"
"20240613","2024-06-13","2024","2","6","Junho","13","4","Quinta-feira","0"
"20240614","2024-06-14","2024","2","6","Junho","14","5","Sexta-feira","0"
"20240615","2024-06-15","2024","2","6","Junho","15","6","Sabado","1"
"20240616","2024-06-16","2024","2","6","Junho","16","0","Domingo","1"
"20240617","2024-06-17","2024","2","6","Junho","17","1","Segunda-feira","0"
"20240618","2024-06-18","2024","2","6","Junho","18","2","Terca-feira","0"
"20240619","2024-06-19","2024","2","6","Junho","19","3","Quarta-feira","0"
"20240620","2024-06-20","2024","2","6","Junho","20","4","Quinta-feira","0"
"20240621","2024-06-21","2024","2","6","Junho","21","5","Sexta-feira","0"
"20240622","2024-06-22","2024","2","6","Junho","22","6","Sabado","1"
"20240623","2024-06-23","2024","2","6","Junho","23","0","Domingo","1"
"20240624","2024-06-24","2024","2","6","Junho","24","1","Segunda-feira","0"
"20240625","2024-06-25","2024","2","6","Junho","25","2","Terca-feira","0"
"20240626","2024-06-26","2024","2","6","Junho","26","3","Quarta-feira","0"
"20240627","2024-06-27","2024","2","6","Junho","27","4","Quinta-feira","0"
"20240628","2024-06-28","2024","2","6","Junho","28","5","Sexta-feira","0"
"20240629","2024-06-29","2024","2","6","Junho","29","6","Sabado","1"
"20240630","2024-06-30","2024","2","6","Junho","30","0","Domingo","1"
"20240701","2024-07-01","2024","3","7","Julho","1","1","Segunda-feira","0"
"20240702","2024-07-02","2024","3","7","Julho","2","2","Terca-feira","0"
"20240703","2024-07-03","2024","3","7","Julho","3","3","Quarta-feira","0"
"20240704","2024-07-04","2024","3","7","Julho","4","4","Quinta-feira","0"
"20240705","2024-07-05","2024","3","7","Julho","5","5","Sexta-feira","0"
"20240706","2024-07-06","2024","3","7","Julho","6","6","Sabado","1"
"20240707","2024-07-07","2024","3","7","Julho","7","0","Domingo","1"
"20240708","2024-07-08","2024","3","7","Julho","8","1","Segunda-feira","0"
"20240709","2024-07-09","2024","3","7","Julho","9","2","Terca-feira","0"
"20240710","2024-07-10","2024","3","7","Julho","10","3","Quarta-feira","0"
"20240711","2024-07-11","2024","3","7","Julho","11","4","Quinta-feira","0"
"20240712","2024-07-12","2024","3","7","Julho","12","5","Sexta-feira","0"
"20240713","2024-07-13","2024","3","7","Julho","13","6","Sabado","1"
"20240714","2024-07-14","2024","3","7","Julho","14","0","Domingo","1"
"20240715","2024-07-15","2024","3","7","Julho","15","1","Segunda-feira","0"
"20240716","2024-07-16","2024","3","7","Julho","16","2","Terca-feira","0"
"20240717","2024-07-17","2024","3","7","Julho","17","3","Quarta-feira","0"
"20240718","2024-07-18","2024","3","7","Julho","18","4","Quinta-feira","0"
"20240719","2024-07-19","2024","3","7","Julho","19","5","Sexta-feira","0"
"20240720","2024-07-20","2024","3","7","Julho","20","6","Sabado","1"
"20240721","2024-07-21","2024","3","7","Julho","21","0","Domingo","1"
"20240722","2024-07-22","2024","3","7","Julho","22","1","Segunda-feira","0"
"20240723","2024-07-23","2024","3","7","Julho","23","2","Terca-feira","0"
"20240724","2024-07-24","2024","3","7","Julho","24","3","Quarta-feira","0"
"20240725","2024-07-25","2024","3","7","Julho","25","4","Quinta-feira","0"
"20240726","2024-07-26","2024","3","7","Julho","26","5","Sexta-feira","0"
"20240727","2024-07-27","2024","3","7","Julho","27","6","Sabado","1"
"20240728","2024-07-28","2024","3","7","Julho","28","0","Domingo","1"
"20240729","2024-07-29","2024","3","7","Julho","29","1","Segunda-feira","0"
"20240730","2024-07-30","2024","3","7","Julho","30","2","Terca-feira","0"
"20240731","2024-07-31","2024","3","7","Julho","31","3","Quarta-feira","0"
"20240801","2024-08-01","2024","3","8","Agosto","1","4","Quinta-feira","0"
"20240802","2024-08-02","2024","3","8","Agosto","2","5","Sexta-feira","0"
"20240803","2024-08-03","2024","3","8","Agosto","3","6","Sabado","1"
"20240804","2024-08-04","2024","3","8","Agosto","4","0","Domingo","1"
"20240805","2024-08-05","2024","3","8","Agosto","5","1","Segunda-feira","0"
"20240806","2024-08-06","2024","3","8","Agosto","6","2","Terca-feira","0"
"20240807","2024-08-07","2024","3","8","Agosto","7","3","Quarta-feira","0"
"20240808","2024-08-08","2024","3","8","Agosto","8","4","Quinta-feira","0"
"20240809","2024-08-09","2024","3","8","Agosto","9","5","Sexta-feira","0"
"20240810","2024-08-10","2024","3","8","Agosto","10","6","Sabado","1"
"20240811","2024-08-11","2024","3","8","Agosto","11","0","Domingo","1"
"20240812","2024-08-12","2024","3","8","Agosto","12","1","Segunda-feira","0"
"20240813","2024-08-13","2024","3","8","Agosto","13","2","Terca-feira","0"
"20240814","2024-08-14","2024","3","8","Agosto","14","3","Quarta-feira","0"
"20240815","2024-08-15","2024","3","8","Agosto","15","4","Quinta-feira","0"
"20240816","2024-08-16","2024","3","8","Agosto","16","5","Sexta-feira","0"
"20240817","2024-08-17","2024","3","8","Agosto","17","6","Sabado","1"
"20240818","2024-08-18","2024","3","8","Agosto","18","0","Domingo","1"
"20240819","2024-08-19","2024","3","8","Agosto","19","1","Segunda-feira","0"
"20240820","2024-08-20","2024","3","8","Agosto","20","2","Terca-feira","0"
"20240821","2024-08-21","2024","3","8","Agosto","21","3","Quarta-feira","0"
"20240822","2024-08-22","2024","3","8","Agosto","22","4","Quinta-feira","0"
"20240823","2024-08-23","2024","3","8","Agosto","23","5","Sexta-feira","0"
"20240824","2024-08-24","2024","3","8","Agosto","24","6","Sabado","1"
"20240825","2024-08-25","2024","3","8","Agosto","25","0","Domingo","1"
"20240826","2024-08-26","2024","3","8","Agosto","26","1","Segunda-feira","0"
"20240827","2024-08-27","2024","3","8","Agosto","27","2","Terca-feira","0"
"20240828","2024-08-28","2024","3","8","Agosto","28","3","Quarta-feira","0"
"20240829","2024-08-29","2024","3","8","Agosto","29","4","Quinta-feira","0"
"20240830","2024-08-30","2024","3","8","Agosto","30","5","Sexta-feira","0"
"20240831","2024-08-31","2024","3","8","Agosto","31","6","Sabado","1"
"20240901","2024-09-01","2024","3","9","Setembro","1","0","Domingo","1"
"20240902","2024-09-02","2024","3","9","Setembro","2","1","Segunda-feira","0"
"20240903","2024-09-03","2024","3","9","Setembro","3","2","Terca-feira","0"
"20240904","2024-09-04","2024","3","9","Setembro","4","3","Quarta-feira","0"
"20240905","2024-09-05","2024","3","9","Setembro","5","4","Quinta-feira","0"
"20240906","2024-09-06","2024","3","9","Setembro","6","5","Sexta-feira","0"
"20240907","2024-09-07","2024","3","9","Setembro","7","6","Sabado","1"
"20240908","2024-09-08","2024","3","9","Setembro","8","0","Domingo","1"
"20240909","2024-09-09","2024","3","9","Setembro","9","1","Segunda-feira","0"
"20240910","2024-09-10","2024","3","9","Setembro","10","2","Terca-feira","0"
"20240911","2024-09-11","2024","3","9","Setembro","11","3","Quarta-feira","0"
"20240912","2024-09-12","2024","3","9","Setembro","12","4","Quinta-feira","0"
"20240913","2024-09-13","2024","3","9","Setembro","13","5","Sexta-feira","0"
"20240914","2024-09-14","2024","3","9","Setembro","14","6","Sabado","1"
"20240915","2024-09-15","2024","3","9","Setembro","15","0","Domingo","1"
"20240916","2024-09-16","2024","3","9","Setembro","16","1","Segunda-feira","0"
"20240917","2024-09-17","2024","3","9","Setembro","17","2","Terca-feira","0"
"20240918","2024-09-18","2024","3","9","Setembro","18","3","Quarta-feira","0"
"20240919","2024-09-19","2024","3","9","Setembro","19","4","Quinta-feira","0"
"20240920","2024-09-20","2024","3","9","Setembro","20","5","Sexta-feira","0"
"20240921","2024-09-21","2024","3","9","Setembro","21","6","Sabado","1"
"20240922","2024-09-22","2024","3","9","Setembro","22","0","Domingo","1"
"20240923","2024-09-23","2024","3","9","Setembro","23","1","Segunda-feira","0"
"20240924","2024-09-24","2024","3","9","Setembro","24","2","Terca-feira","0"
"20240925","2024-09-25","2024","3","9","Setembro","25","3","Quarta-feira","0"
"20240926","2024-09-26","2024","3","9","Setembro","26","4","Quinta-feira","0"
"20240927","2024-09-27","2024","3","9","Setembro","27","5","Sexta-feira","0"
"20240928","2024-09-28","2024","3","9","Setembro","28","6","Sabado","1"
"20240929","2024-09-29","2024","3","9","Setembro","29","0","Domingo","1"
"20240930","2024-09-30","2024","3","9","Setembro","30","1","Segunda-feira","0"
"20241001","2024-10-01","2024","4","10","Outubro","1","2","Terca-feira","0"
"20241002","2024-10-02","2024","4","10","Outubro","2","3","Quarta-feira","0"
"20241003","2024-10-03","2024","4","10","Outubro","3","4","Quinta-feira","0"
"20241004","2024-10-04","2024","4","10","Outubro","4","5","Sexta-feira","0"
"20241005","2024-10-05","2024","4","10","Outubro","5","6","Sabado","1"
"20241006","2024-10-06","2024","4","10","Outubro","6","0","Domingo","1"
"20241007","2024-10-07","2024","4","10","Outubro","7","1","Segunda-feira","0"
"20241008","2024-10-08","2024","4","10","Outubro","8","2","Terca-feira","0"
"20241009","2024-10-09","2024","4","10","Outubro","9","3","Quarta-feira","0"
"20241010","2024-10-10","2024","4","10","Outubro","10","4","Quinta-feira","0"
"20241011","2024-10-11","2024","4","10","Outubro","11","5","Sexta-feira","0"
"20241012","2024-10-12","2024","4","10","Outubro","12","6","Sabado","1"
"20241013","2024-10-13","2024","4","10","Outubro","13","0","Domingo","1"
"20241014","2024-10-14","2024","4","10","Outubro","14","1","Segunda-feira","0"
"20241015","2024-10-15","2024","4","10","Outubro","15","2","Terca-feira","0"
"20241016","2024-10-16","2024","4","10","Outubro","16","3","Quarta-feira","0"
"20241017","2024-10-17","2024","4","10","Outubro","17","4","Quinta-feira","0"
"20241018","2024-10-18","2024","4","10","Outubro","18","5","Sexta-feira","0"
"20241019","2024-10-19","2024","4","10","Outubro","19","6","Sabado","1"
"20241020","2024-10-20","2024","4","10","Outubro","20","0","Domingo","1"
"20241021","2024-10-21","2024","4","10","Outubro","21","1","Segunda-feira","0"
"20241022","2024-10-22","2024","4","10","Outubro","22","2","Terca-feira","0"
"20241023","2024-10-23","2024","4","10","Outubro","23","3","Quarta-feira","0"
"20241024","2024-10-24","2024","4","10","Outubro","24","4","Quinta-feira","0"
"20241025","2024-10-25","2024","4","10","Outubro","25","5","Sexta-feira","0"
"20241026","2024-10-26","2024","4","10","Outubro","26","6","Sabado","1"
"20241027","2024-10-27","2024","4","10","Outubro","27","0","Domingo","1"
"20241028","2024-10-28","2024","4","10","Outubro","28","1","Segunda-feira","0"
"20241029","2024-10-29","2024","4","10","Outubro","29","2","Terca-feira","0"
"20241030","2024-10-30","2024","4","10","Outubro","30","3","Quarta-feira","0"
"20241031","2024-10-31","2024","4","10","Outubro","31","4","Quinta-feira","0"
"20241101","2024-11-01","2024","4","11","Novembro","1","5","Sexta-feira","0"
"20241102","2024-11-02","2024","4","11","Novembro","2","6","Sabado","1"
"20241103","2024-11-03","2024","4","11","Novembro","3","0","Domingo","1"
"20241104","2024-11-04","2024","4","11","Novembro","4","1","Segunda-feira","0"
"20241105","2024-11-05","2024","4","11","Novembro","5","2","Terca-feira","0"
"20241106","2024-11-06","2024","4","11","Novembro","6","3","Quarta-feira","0"
"20241107","2024-11-07","2024","4","11","Novembro","7","4","Quinta-feira","0"
"20241108","2024-11-08","2024","4","11","Novembro","8","5","Sexta-feira","0"
"20241109","2024-11-09","2024","4","11","Novembro","9","6","Sabado","1"
"20241110","2024-11-10","2024","4","11","Novembro","10","0","Domingo","1"
"20241111","2024-11-11","2024","4","11","Novembro","11","1","Segunda-feira","0"
"20241112","2024-11-12","2024","4","11","Novembro","12","2","Terca-feira","0"
"20241113","2024-11-13","2024","4","11","Novembro","13","3","Quarta-feira","0"
"20241114","2024-11-14","2024","4","11","Novembro","14","4","Quinta-feira","0"
"20241115","2024-11-15","2024","4","11","Novembro","15","5","Sexta-feira","0"
"20241116","2024-11-16","2024","4","11","Novembro","16","6","Sabado","1"
"20241117","2024-11-17","2024","4","11","Novembro","17","0","Domingo","1"
"20241118","2024-11-18","2024","4","11","Novembro","18","1","Segunda-feira","0"
"20241119","2024-11-19","2024","4","11","Novembro","19","2","Terca-feira","0"
"20241120","2024-11-20","2024","4","11","Novembro","20","3","Quarta-feira","0"
"20241121","2024-11-21","2024","4","11","Novembro","21","4","Quinta-feira","0"
"20241122","2024-11-22","2024","4","11","Novembro","22","5","Sexta-feira","0"
"20241123","2024-11-23","2024","4","11","Novembro","23","6","Sabado","1"
"20241124","2024-11-24","2024","4","11","Novembro","24","0","Domingo","1"
"20241125","2024-11-25","2024","4","11","Novembro","25","1","Segunda-feira","0"
"20241126","2024-11-26","2024","4","11","Novembro","26","2","Terca-feira","0"
"20241127","2024-11-27","2024","4","11","Novembro","27","3","Quarta-feira","0"
"20241128","2024-11-28","2024","4","11","Novembro","28","4","Quinta-feira","0"
"20241129","2024-11-29","2024","4","11","Novembro","29","5","Sexta-feira","0"
"20241130","2024-11-30","2024","4","11","Novembro","30","6","Sabado","1"
"20241201","2024-12-01","2024","4","12","Dezembro","1","0","Domingo","1"
"20241202","2024-12-02","2024","4","12","Dezembro","2","1","Segunda-feira","0"
"20241203","2024-12-03","2024","4","12","Dezembro","3","2","Terca-feira","0"
"20241204","2024-12-04","2024","4","12","Dezembro","4","3","Quarta-feira","0"
"20241205","2024-12-05","2024","4","12","Dezembro","5","4","Quinta-feira","0"
"20241206","2024-12-06","2024","4","12","Dezembro","6","5","Sexta-feira","0"
"20241207","2024-12-07","2024","4","12","Dezembro","7","6","Sabado","1"
"20241208","2024-12-08","2024","4","12","Dezembro","8","0","Domingo","1"
"20241209","2024-12-09","2024","4","12","Dezembro","9","1","Segunda-feira","0"
"20241210","2024-12-10","2024","4","12","Dezembro","10","2","Terca-feira","0"
"20241211","2024-12-11","2024","4","12","Dezembro","11","3","Quarta-feira","0"
"20241212","2024-12-12","2024","4","12","Dezembro","12","4","Quinta-feira","0"
"20241213","2024-12-13","2024","4","12","Dezembro","13","5","Sexta-feira","0"
"20241214","2024-12-14","2024","4","12","Dezembro","14","6","Sabado","1"
"20241215","2024-12-15","2024","4","12","Dezembro","15","0","Domingo","1"
"20241216","2024-12-16","2024","4","12","Dezembro","16","1","Segunda-feira","0"
"20241217","2024-12-17","2024","4","12","Dezembro","17","2","Terca-feira","0"
"20241218","2024-12-18","2024","4","12","Dezembro","18","3","Quarta-feira","0"
"20241219","2024-12-19","2024","4","12","Dezembro","19","4","Quinta-feira","0"
"20241220","2024-12-20","2024","4","12","Dezembro","20","5","Sexta-feira","0"
"20241221","2024-12-21","2024","4","12","Dezembro","21","6","Sabado","1"
"20241222","2024-12-22","2024","4","12","Dezembro","22","0","Domingo","1"
"20241223","2024-12-23","2024","4","12","Dezembro","23","1","Segunda-feira","0"
"20241224","2024-12-24","2024","4","12","Dezembro","24","2","Terca-feira","0"
"20241225","2024-12-25","2024","4","12","Dezembro","25","3","Quarta-feira","0"
"20241226","2024-12-26","2024","4","12","Dezembro","26","4","Quinta-feira","0"
"20241227","2024-12-27","2024","4","12","Dezembro","27","5","Sexta-feira","0"
"20241228","2024-12-28","2024","4","12","Dezembro","28","6","Sabado","1"
"20241229","2024-12-29","2024","4","12","Dezembro","29","0","Domingo","1"
"20241230","2024-12-30","2024","4","12","Dezembro","30","1","Segunda-feira","0"
"20241231","2024-12-31","2024","4","12","Dezembro","31","2","Terca-feira","0"
"20250101","2025-01-01","2025","1","1","Janeiro","1","3","Quarta-feira","0"
"20250102","2025-01-02","2025","1","1","Janeiro","2","4","Quinta-feira","0"
"20250103","2025-01-03","2025","1","1","Janeiro","3","5","Sexta-feira","0"
"20250104","2025-01-04","2025","1","1","Janeiro","4","6","Sabado","1"
