grupo,cartao_numero,acao,coluna,pessoa_id,ocorrido_em
G02,418,add,Review,G02-A14,2026-06-22T19:07:12.968Z
G02,418,remove,Waiting Review,G02-A14,2026-06-22T19:07:12.968Z
G02,418,remove,Review,G02-A14,2026-06-22T19:59:49.310Z
G02,419,add,DOCUMENTATION,G02-A18,2026-06-22T17:56:17.770Z
G02,419,add,SIZE_M,G02-A18,2026-06-22T17:56:17.770Z
G02,419,add,ART. 16,G02-A18,2026-06-22T17:56:17.770Z
G02,419,add,Backlog,G02-A18,2026-06-22T17:56:41.237Z
G02,419,add,Doing,G02-A18,2026-06-22T17:56:43.105Z
G02,419,remove,Backlog,G02-A18,2026-06-22T17:56:43.105Z
G02,419,add,Waiting Review,G02-A18,2026-06-22T19:32:59.216Z
G02,419,remove,Doing,G02-A18,2026-06-22T19:32:59.216Z
G02,419,add,Review,G02-A13,2026-06-24T17:03:52.257Z
G02,419,remove,Waiting Review,G02-A13,2026-06-24T17:03:52.257Z
G02,419,remove,Review,G02-A13,2026-06-24T18:02:05.252Z
G02,420,add,CODE,G02-A15,2026-06-22T18:05:06.413Z
G02,420,add,ART. 18,G02-A15,2026-06-22T18:06:42.315Z
G02,420,add,Backlog,G02-A15,2026-06-22T18:25:48.886Z
G02,420,add,SIZE_G,G02-A15,2026-06-22T18:26:00.795Z
G02,420,add,Doing,G02-A15,2026-06-22T18:26:04.192Z
G02,420,remove,Backlog,G02-A15,2026-06-22T18:26:04.192Z
G02,420,add,Waiting Review,G02-A15,2026-06-22T19:10:53.013Z
G02,420,remove,Doing,G02-A15,2026-06-22T19:10:53.013Z
G02,420,add,Review,G02-A19,2026-06-23T18:32:47.797Z
G02,420,remove,Waiting Review,G02-A19,2026-06-23T18:32:47.797Z
G02,420,remove,Review,G02-A19,2026-06-23T21:56:11.649Z
G02,421,add,DOCUMENTATION,G02-A19,2026-06-22T18:12:57.002Z
G02,421,add,SIZE_M,G02-A19,2026-06-22T18:12:57.002Z
G02,421,add,ART. 15,G02-A19,2026-06-22T18:12:57.002Z
G02,421,add,Backlog,G02-A19,2026-06-22T18:13:12.877Z
G02,421,add,Doing,G02-A19,2026-06-22T18:53:09.548Z
G02,421,remove,Backlog,G02-A19,2026-06-22T18:53:09.548Z
G02,421,add,Waiting Review,G02-A19,2026-06-22T20:05:28.044Z
G02,421,remove,Doing,G02-A19,2026-06-22T20:05:28.044Z
G02,421,add,Review,G02-A12,2026-06-23T23:59:40.035Z
G02,421,remove,Waiting Review,G02-A12,2026-06-23T23:59:40.035Z
G02,421,remove,Review,G02-A12,2026-06-24T10:48:39.878Z
G02,422,add,ART. 14,G02-A13,2026-06-22T18:38:19.430Z
G02,422,add,DESIGN,G02-A13,2026-06-22T18:38:48.272Z
G02,422,add,SIZE_G,G02-A13,2026-06-22T18:38:48.272Z
G02,422,add,Backlog,G02-A13,2026-06-22T18:39:02.496Z
G02,422,add,Doing,G02-A13,2026-06-22T18:39:04.197Z
G02,422,remove,Backlog,G02-A13,2026-06-22T18:39:04.197Z
G02,422,add,Waiting Review,G02-A13,2026-06-23T00:14:50.579Z
G02,422,remove,Doing,G02-A13,2026-06-23T00:14:50.579Z
G02,422,add,Review,G02-A18,2026-06-25T13:24:14.312Z
G02,422,remove,Waiting Review,G02-A18,2026-06-25T13:24:14.312Z
G02,422,remove,Review,G02-A18,2026-06-25T13:51:32.213Z
G02,423,add,DOCUMENTATION,G02-A12,2026-06-22T23:40:02.455Z
G02,423,add,SIZE_M,G02-A12,2026-06-22T23:40:02.455Z
G02,423,add,ART. 17,G02-A12,2026-06-22T23:40:02.455Z
G02,423,add,Presentation,G02-A12,2026-06-22T23:40:02.455Z
G02,423,add,Backlog,G02-A12,2026-06-22T23:40:16.911Z
G02,423,add,Doing,G02-A12,2026-06-22T23:40:18.579Z
G02,423,remove,Backlog,G02-A12,2026-06-22T23:40:18.579Z
G02,423,add,Waiting Review,G02-A12,2026-06-23T11:01:57.612Z
G02,423,remove,Doing,G02-A12,2026-06-23T11:01:57.612Z
G02,423,add,Review,G02-A13,2026-06-23T19:30:45.320Z
G02,423,remove,Waiting Review,G02-A13,2026-06-23T19:30:45.320Z
G02,423,remove,Review,G02-A13,2026-06-23T19:31:21.739Z
G02,424,add,DOCUMENTATION,G02-A19,2026-06-23T13:41:49.504Z
G02,424,add,SIZE_G,G02-A19,2026-06-23T13:41:49.504Z
G02,424,add,ART. 15,G02-A19,2026-06-23T13:41:49.504Z
G02,424,add,Backlog,G02-A19,2026-06-23T14:26:28.253Z
G02,424,add,Doing,G02-A19,2026-06-23T17:03:10.735Z
G02,424,remove,Backlog,G02-A19,2026-06-23T17:03:10.735Z
G02,424,add,Waiting Review,G02-A19,2026-06-23T18:02:23.690Z
G02,424,remove,Doing,G02-A19,2026-06-23T18:02:23.690Z
G02,424,add,Review,G02-A12,2026-06-23T23:59:35.469Z
G02,424,remove,Waiting Review,G02-A12,2026-06-23T23:59:35.469Z
G02,424,remove,Review,G02-A12,2026-06-24T10:48:43.601Z
G02,425,add,DOCUMENTATION,G02-A19,2026-06-23T14:27:57.812Z
G02,425,add,SIZE_G,G02-A19,2026-06-23T14:27:57.812Z
G02,425,add,ART. 15,G02-A19,2026-06-23T14:27:57.812Z
G02,425,add,Backlog,G02-A19,2026-06-23T14:28:17.785Z
G02,425,add,Doing,G02-A19,2026-06-23T22:01:15.781Z
G02,425,remove,Backlog,G02-A19,2026-06-23T22:01:15.781Z
G02,425,add,Waiting Review,G02-A19,2026-06-23T23:11:26.271Z
G02,425,remove,Doing,G02-A19,2026-06-23T23:11:26.271Z
G02,425,add,Review,G02-A12,2026-06-23T23:59:30.523Z
G02,425,remove,Waiting Review,G02-A12,2026-06-23T23:59:30.523Z
G02,425,remove,Review,G02-A12,2026-06-24T10:48:40.893Z
G02,426,add,DOCUMENTATION,G02-A14,2026-06-23T14:27:24.332Z
G02,426,add,ART. 14,G02-A14,2026-06-23T14:27:24.332Z
G02,426,add,SIZE_G,G02-A14,2026-06-23T14:27:42.825Z
G02,426,add,Backlog,G02-A14,2026-06-23T14:27:45.513Z
G02,426,add,Doing,G02-A14,2026-06-23T17:14:01.771Z
G02,426,remove,Backlog,G02-A14,2026-06-23T17:14:01.771Z
G02,426,add,Waiting Review,G02-A14,2026-06-24T12:00:10.070Z
G02,426,remove,Doing,G02-A14,2026-06-24T12:00:10.070Z
G02,426,add,Review,G02-A12,2026-06-24T17:22:34.365Z
G02,426,remove,Waiting Review,G02-A12,2026-06-24T17:22:34.365Z
G02,426,remove,Review,G02-A12,2026-06-24T18:48:54.701Z
G02,427,add,DOCUMENTATION,G02-A12,2026-06-23T14:28:46.304Z
G02,427,add,SIZE_P,G02-A12,2026-06-23T14:28:46.304Z
G02,427,add,ART. 17,G02-A12,2026-06-23T14:28:46.304Z
G02,427,add,Presentation,G02-A12,2026-06-23T14:28:46.304Z
G02,427,add,Backlog,G02-A12,2026-06-23T14:28:59.389Z
G02,427,add,Doing,G02-A12,2026-06-23T14:29:04.104Z
G02,427,remove,Backlog,G02-A12,2026-06-23T14:29:04.104Z
G02,427,add,Waiting Review,G02-A12,2026-06-23T16:23:13.429Z
G02,427,remove,Doing,G02-A12,2026-06-23T16:23:13.429Z
G02,427,add,Review,G02-A13,2026-06-23T19:30:43.575Z
G02,427,remove,Waiting Review,G02-A13,2026-06-23T19:30:43.575Z
G02,427,remove,Review,G02-A13,2026-06-23T19:31:19.397Z
G02,428,add,DOCUMENTATION,G02-A19,2026-06-23T14:29:13.532Z
G02,428,add,SIZE_M,G02-A19,2026-06-23T14:29:13.532Z
G02,428,add,ART. 15,G02-A19,2026-06-23T14:29:13.532Z
G02,428,add,Backlog,G02-A19,2026-06-23T14:29:21.621Z
G02,428,add,Doing,G02-A19,2026-06-23T18:04:00.233Z
G02,428,remove,Backlog,G02-A19,2026-06-23T18:04:00.233Z
G02,428,add,Waiting Review,G02-A19,2026-06-23T18:31:05.447Z
G02,428,remove,Doing,G02-A19,2026-06-23T18:31:05.447Z
G02,428,add,Review,G02-A12,2026-06-23T23:59:33.746Z
G02,428,remove,Waiting Review,G02-A12,2026-06-23T23:59:33.746Z
G02,428,remove,Review,G02-A12,2026-06-24T10:48:41.875Z
G02,429,add,CODE,G02-A16,2026-06-23T14:30:34.096Z
G02,429,add,SIZE_M,G02-A16,2026-06-23T14:30:34.096Z
G02,429,add,ART. 14,G02-A16,2026-06-23T14:30:34.096Z
G02,429,add,Backlog,G02-A16,2026-06-23T14:30:51.856Z
G02,429,add,Doing,G02-A16,2026-06-23T14:30:54.269Z
G02,429,remove,Backlog,G02-A16,2026-06-23T14:30:54.269Z
G02,429,add,Waiting Review,G02-A16,2026-06-23T14:44:00.361Z
G02,429,remove,Doing,G02-A16,2026-06-23T14:44:00.361Z
G02,429,add,Review,G02-A12,2026-06-23T14:46:18.223Z
G02,429,remove,Waiting Review,G02-A12,2026-06-23T14:46:18.223Z
G02,429,remove,Review,G02-A12,2026-06-23T16:10:13.967Z
G02,430,add,CODE,G02-A12,2026-06-23T16:58:58.989Z
G02,430,add,SIZE_M,G02-A12,2026-06-23T16:58:58.989Z
G02,430,add,ART. 18,G02-A12,2026-06-23T16:58:58.989Z
G02,430,add,Backlog,G02-A12,2026-06-23T16:59:05.002Z
G02,430,add,Doing,G02-A12,2026-06-23T16:59:14.879Z
G02,430,remove,Backlog,G02-A12,2026-06-23T16:59:14.879Z
G02,430,add,Waiting Review,G02-A12,2026-06-23T18:49:26.007Z
G02,430,remove,Doing,G02-A12,2026-06-23T18:49:26.007Z
G02,430,add,Review,G02-A19,2026-06-24T18:00:02.899Z
G02,430,remove,Waiting Review,G02-A19,2026-06-24T18:00:02.899Z
G02,430,remove,Review,G02-A19,2026-06-24T18:43:05.908Z
G02,431,add,DOCUMENTATION,G02-A19,2026-06-23T17:26:46.354Z
G02,431,add,SIZE_M,G02-A19,2026-06-23T17:26:46.354Z
G02,431,add,ART. 15,G02-A19,2026-06-23T17:26:46.354Z
G02,431,add,Backlog,G02-A19,2026-06-23T17:31:15.089Z
G02,431,remove,SIZE_M,G02-A19,2026-06-24T00:51:19.757Z
G02,431,add,SIZE_P,G02-A19,2026-06-24T00:51:44.312Z
G02,431,add,Doing,G02-A19,2026-06-24T00:52:51.135Z
G02,431,remove,Backlog,G02-A19,2026-06-24T00:52:51.135Z
G02,431,add,Waiting Review,G02-A19,2026-06-24T01:10:21.116Z
G02,431,remove,Doing,G02-A19,2026-06-24T01:10:21.116Z
G02,431,add,Review,G02-A12,2026-06-24T17:23:10.681Z
G02,431,remove,Waiting Review,G02-A12,2026-06-24T17:23:10.681Z
G02,431,remove,Review,G02-A12,2026-06-24T18:48:53.182Z
G02,432,add,SIZE_M,G02-A18,2026-06-23T17:32:37.444Z
G02,432,add,DESIGN,G02-A18,2026-06-23T17:32:49.972Z
G02,432,add,ART. 14,G02-A18,2026-06-23T17:33:08.490Z
G02,432,add,Backlog,G02-A18,2026-06-23T17:36:10.853Z
G02,432,add,Doing,G02-A18,2026-06-23T17:36:13.966Z
G02,432,remove,Backlog,G02-A18,2026-06-23T17:36:13.966Z
G02,432,add,Waiting Review,G02-A18,2026-06-23T19:04:31.317Z
G02,432,remove,Doing,G02-A18,2026-06-23T19:04:31.317Z
G02,432,add,Review,G02-A13,2026-06-24T17:03:47.564Z
G02,432,remove,Waiting Review,G02-A13,2026-06-24T17:03:47.564Z
G02,432,remove,Review,G02-A13,2026-06-24T18:02:03.002Z
G02,433,add,CODE,G02-A16,2026-06-23T17:36:13.504Z
G02,433,add,SIZE_M,G02-A16,2026-06-23T17:36:13.504Z
G02,433,add,ART. 14,G02-A16,2026-06-23T17:36:13.504Z
G02,433,add,Backlog,G02-A16,2026-06-23T17:36:44.664Z
G02,433,add,Doing,G02-A16,2026-06-23T17:36:49.129Z
G02,433,remove,Backlog,G02-A16,2026-06-23T17:36:49.129Z
G02,433,add,Waiting Review,G02-A16,2026-06-23T18:35:11.437Z
G02,433,remove,Doing,G02-A16,2026-06-23T18:35:11.437Z
G02,433,add,Review,G02-A12,2026-06-24T17:22:13.488Z
G02,433,remove,Waiting Review,G02-A12,2026-06-24T17:22:13.488Z
G02,433,remove,Review,G02-A14,2026-06-24T18:47:27.377Z
G02,434,add,DOCUMENTATION,G02-A13,2026-06-23T17:40:10.395Z
G02,434,add,SIZE_M,G02-A13,2026-06-23T17:40:10.395Z
G02,434,add,ART. 15,G02-A13,2026-06-23T17:40:10.395Z
G02,434,add,Backlog,G02-A13,2026-06-23T17:40:22.760Z
G02,434,add,Doing,G02-A13,2026-06-23T17:40:24.532Z
G02,434,remove,Backlog,G02-A13,2026-06-23T17:40:24.532Z
G02,434,add,ART. 16,G02-A13,2026-06-23T18:13:08.203Z
G02,434,remove,ART. 15,G02-A13,2026-06-23T18:13:08.203Z
G02,434,add,Waiting Review,G02-A13,2026-06-23T18:25:40.650Z
G02,434,remove,Doing,G02-A13,2026-06-23T18:25:40.650Z
G02,434,add,Review,G02-A18,2026-06-25T13:24:10.171Z
G02,434,remove,Waiting Review,G02-A18,2026-06-25T13:24:10.171Z
G02,434,remove,Review,G02-A18,2026-06-25T13:51:30.744Z
G02,435,add,CODE,G02-A15,2026-06-23T17:50:17.843Z
G02,435,add,SIZE_M,G02-A15,2026-06-23T17:50:17.843Z
G02,435,add,DESIGN,G02-A15,2026-06-23T17:50:45.335Z
G02,435,add,Backlog,G02-A15,2026-06-23T17:51:12.755Z
G02,435,add,Doing,G02-A15,2026-06-23T17:51:15.817Z
G02,435,remove,Backlog,G02-A15,2026-06-23T17:51:15.817Z
G02,435,add,Waiting Review,G02-A15,2026-06-23T18:39:16.241Z
G02,435,remove,Doing,G02-A15,2026-06-23T18:39:16.241Z
G02,435,add,Review,G02-A12,2026-06-23T18:39:36.809Z
G02,435,remove,Waiting Review,G02-A12,2026-06-23T18:39:36.809Z
G02,435,remove,Review,G02-A12,2026-06-23T22:06:58.601Z
G02,436,add,DOCUMENTATION,G02-A13,2026-06-23T19:37:42.728Z
G02,436,add,SIZE_G,G02-A13,2026-06-23T19:37:42.728Z
G02,436,add,ART. 16,G02-A13,2026-06-23T19:37:42.728Z
G02,436,add,Backlog,G02-A13,2026-06-23T19:37:55.287Z
G02,436,add,Doing,G02-A13,2026-06-23T19:38:04.867Z
G02,436,remove,Backlog,G02-A13,2026-06-23T19:38:04.867Z
G02,436,add,Waiting Review,G02-A13,2026-06-23T20:14:00.763Z
G02,436,remove,Doing,G02-A13,2026-06-23T20:14:00.763Z
G02,436,add,Review,G02-A18,2026-06-25T13:24:20.447Z
G02,436,remove,Waiting Review,G02-A18,2026-06-25T13:24:20.447Z
G02,436,remove,Review,G02-A18,2026-06-25T13:51:34.065Z
G02,437,add,DOCUMENTATION,G02-A12,2026-06-23T22:31:46.289Z
G02,437,add,SIZE_M,G02-A12,2026-06-23T22:31:46.289Z
G02,437,add,ART. 18,G02-A12,2026-06-23T22:31:46.289Z
G02,437,add,Backlog,G02-A12,2026-06-23T22:33:05.162Z
G02,437,add,Doing,G02-A12,2026-06-23T22:33:07.018Z
G02,437,remove,Backlog,G02-A12,2026-06-23T22:33:07.018Z
G02,437,add,Waiting Review,G02-A12,2026-06-23T23:46:39.511Z
G02,437,remove,Doing,G02-A12,2026-06-23T23:46:39.511Z
G02,437,add,Review,G02-A15,2026-06-24T15:53:06.891Z
G02,437,remove,Waiting Review,G02-A15,2026-06-24T15:53:06.891Z
G02,437,remove,Review,G02-A15,2026-06-24T17:04:51.932Z
G02,438,add,DOCUMENTATION,G02-A12,2026-06-24T00:29:45.366Z
G02,438,add,SIZE_G,G02-A12,2026-06-24T00:29:45.366Z
G02,438,add,ART. 15,G02-A12,2026-06-24T00:29:45.366Z
G02,438,add,Backlog,G02-A12,2026-06-24T00:32:01.098Z
G02,438,add,Doing,G02-A12,2026-06-24T01:26:12.994Z
G02,438,remove,Backlog,G02-A12,2026-06-24T01:26:12.994Z
G02,438,add,Waiting Review,G02-A12,2026-06-24T10:48:30.438Z
G02,438,remove,Doing,G02-A12,2026-06-24T10:48:30.438Z
G02,438,add,Review,G02-A19,2026-06-24T15:27:32.426Z
G02,438,remove,Waiting Review,G02-A19,2026-06-24T15:27:32.426Z
G02,438,remove,Review,G02-A19,2026-06-24T15:44:46.377Z
G02,439,add,BUG,G02-A16,2026-06-24T01:03:49.155Z
G02,439,add,CODE,G02-A16,2026-06-24T01:03:49.155Z
G02,439,add,SIZE_M,G02-A16,2026-06-24T01:03:49.155Z
G02,439,add,ART. 14,G02-A16,2026-06-24T01:03:49.155Z
G02,439,add,Backlog,G02-A16,2026-06-24T01:04:08.352Z
G02,439,add,Doing,G02-A16,2026-06-24T01:04:10.887Z
G02,439,remove,Backlog,G02-A16,2026-06-24T01:04:10.887Z
G02,439,add,Waiting Review,G02-A16,2026-06-24T01:43:51.599Z
G02,439,remove,Doing,G02-A16,2026-06-24T01:43:51.599Z
G02,440,add,SIZE_P,G02-A12,2026-06-24T13:20:22.420Z
G02,440,add,ART. 17,G02-A12,2026-06-24T13:20:22.420Z
G02,440,add,Presentation,G02-A12,2026-06-24T13:20:22.420Z
G02,440,add,Backlog,G02-A12,2026-06-24T13:22:05.981Z
G02,440,add,Doing,G02-A12,2026-06-24T13:22:07.610Z
G02,440,remove,Backlog,G02-A12,2026-06-24T13:22:07.610Z
G02,440,add,Waiting Review,G02-A12,2026-06-24T14:56:05.089Z
G02,440,remove,Doing,G02-A12,2026-06-24T14:56:05.089Z
G02,440,add,Review,G02-A19,2026-06-24T18:00:00.976Z
G02,440,remove,Waiting Review,G02-A19,2026-06-24T18:00:00.976Z
G02,440,remove,Review,G02-A19,2026-06-24T18:43:04.623Z
G02,441,add,ART. 14,G02-A18,2026-06-24T15:16:31.172Z
G02,441,add,DESIGN,G02-A18,2026-06-24T15:16:51.012Z
G02,441,add,SIZE_P,G02-A18,2026-06-24T15:16:51.012Z
G02,441,add,Backlog,G02-A18,2026-06-24T15:16:58.481Z
G02,441,add,Doing,G02-A18,2026-06-24T15:17:00.400Z
G02,441,remove,Backlog,G02-A18,2026-06-24T15:17:00.400Z
G02,441,add,Waiting Review,G02-A18,2026-06-24T15:38:39.790Z
G02,441,remove,Doing,G02-A18,2026-06-24T15:38:39.790Z
G02,441,add,Review,G02-A13,2026-06-24T17:03:43.344Z
G02,441,remove,Waiting Review,G02-A13,2026-06-24T17:03:43.344Z
G02,441,remove,Review,G02-A13,2026-06-24T18:02:06.297Z
G02,442,add,DOCUMENTATION,G02-A12,2026-06-24T17:06:17.724Z
G02,442,add,DESIGN,G02-A12,2026-06-24T17:06:17.724Z
G02,442,add,SIZE_P,G02-A12,2026-06-24T17:06:17.724Z
G02,442,add,ART. 15,G02-A12,2026-06-24T17:06:17.724Z
G02,442,add,Backlog,G02-A12,2026-06-24T17:08:01.932Z
G02,442,add,Doing,G02-A12,2026-06-24T17:08:05.770Z
G02,442,remove,Backlog,G02-A12,2026-06-24T17:08:05.770Z
G02,442,add,Waiting Review,G02-A12,2026-06-24T17:22:05.315Z
G02,442,remove,Doing,G02-A12,2026-06-24T17:22:05.315Z
G02,442,add,Review,G02-A19,2026-06-24T17:28:42.694Z
G02,442,remove,Waiting Review,G02-A19,2026-06-24T17:28:42.694Z
G02,442,remove,Review,G02-A19,2026-06-24T17:59:25.900Z
G02,443,add,DOCUMENTATION,G02-A14,2026-06-24T17:11:17.005Z
G02,443,add,ART. 14,G02-A14,2026-06-24T17:11:17.005Z
G02,443,add,SIZE_G,G02-A14,2026-06-24T17:11:34.560Z
G02,443,add,Backlog,G02-A14,2026-06-24T17:11:38.063Z
G02,443,add,Doing,G02-A14,2026-06-24T17:21:25.479Z
G02,443,remove,Backlog,G02-A14,2026-06-24T17:21:25.479Z
G02,443,add,ART. 16,G02-A14,2026-06-24T18:44:37.910Z
G02,443,remove,ART. 14,G02-A14,2026-06-24T18:44:37.910Z
G02,443,add,Waiting Review,G02-A14,2026-06-25T13:05:06.436Z
G02,443,remove,Doing,G02-A14,2026-06-25T13:05:06.436Z
G02,443,add,Review,G02-A13,2026-06-25T17:13:03.538Z
G02,443,remove,Waiting Review,G02-A13,2026-06-25T17:13:03.538Z
G02,443,remove,Review,G02-A13,2026-06-25T17:13:07.326Z
G02,444,add,DOCUMENTATION,G02-A19,2026-06-24T17:58:28.690Z
G02,444,add,SIZE_M,G02-A19,2026-06-24T17:58:28.690Z
G02,444,add,ART. 14,G02-A19,2026-06-24T17:58:28.690Z
G02,444,add,Backlog,G02-A19,2026-06-24T17:58:45.769Z
G02,444,remove,ART. 14,G02-A19,2026-06-24T18:00:57.219Z
G02,444,add,ART. 16,G02-A19,2026-06-24T18:01:02.537Z
G02,444,add,Doing,G02-A19,2026-06-24T21:12:57.198Z
G02,444,remove,Backlog,G02-A19,2026-06-24T21:12:57.198Z
G02,444,add,Waiting Review,G02-A19,2026-06-24T21:48:18.977Z
G02,444,remove,Doing,G02-A19,2026-06-24T21:48:18.977Z
G02,444,add,Review,G02-A12,2026-06-25T13:25:58.477Z
G02,444,remove,Waiting Review,G02-A12,2026-06-25T13:25:58.477Z
G02,444,remove,Review,G02-A12,2026-06-25T23:03:40.608Z
G02,445,add,DOCUMENTATION,G02-A12,2026-06-24T18:00:44.079Z
G02,445,add,SIZE_M,G02-A12,2026-06-24T18:00:44.079Z
G02,445,add,ART. 14,G02-A12,2026-06-24T18:00:44.079Z
G02,445,remove,ART. 14,G02-A12,2026-06-24T18:00:53.280Z
G02,445,add,ART. 16,G02-A12,2026-06-24T18:01:00.731Z
G02,445,add,Backlog,G02-A12,2026-06-24T18:01:04.423Z
G02,445,add,Doing,G02-A12,2026-06-24T18:01:06.077Z
G02,445,remove,Backlog,G02-A12,2026-06-24T18:01:06.077Z
G02,445,add,Waiting Review,G02-A12,2026-06-24T18:48:48.588Z
G02,445,remove,Doing,G02-A12,2026-06-24T18:48:48.588Z
G02,445,add,Review,G02-A19,2026-06-24T20:48:35.767Z
G02,445,remove,Waiting Review,G02-A19,2026-06-24T20:48:35.767Z
G02,445,remove,Review,G02-A19,2026-06-24T21:09:02.514Z
G02,446,add,DOCUMENTATION,G02-A13,2026-06-24T18:06:47.944Z
G02,446,add,SIZE_M,G02-A13,2026-06-24T18:06:47.944Z
G02,446,add,ART. 16,G02-A13,2026-06-24T18:06:47.944Z
G02,446,add,Backlog,G02-A13,2026-06-24T18:06:57.491Z
G02,446,add,Doing,G02-A13,2026-06-24T18:06:59.078Z
G02,446,remove,Backlog,G02-A13,2026-06-24T18:06:59.078Z
G02,446,add,Waiting Review,G02-A13,2026-06-25T13:23:44.457Z
G02,446,remove,Doing,G02-A13,2026-06-25T13:23:44.457Z
G02,446,add,Review,G02-A18,2026-06-25T13:24:17.820Z
G02,446,remove,Waiting Review,G02-A18,2026-06-25T13:24:17.820Z
G02,446,remove,Review,G02-A18,2026-06-25T13:51:35.748Z
G02,447,add,BUG,G02-A16,2026-06-24T20:36:31.730Z
G02,447,add,CODE,G02-A16,2026-06-24T20:36:31.730Z
G02,447,add,SIZE_M,G02-A16,2026-06-24T20:36:31.730Z
G02,447,add,ART. 14,G02-A16,2026-06-24T20:36:31.730Z
G02,447,add,Backlog,G02-A16,2026-06-24T20:41:48.243Z
G02,447,add,Doing,G02-A16,2026-06-24T20:41:49.891Z
G02,447,remove,Backlog,G02-A16,2026-06-24T20:41:49.891Z
G02,447,add,Waiting Review,G02-A16,2026-06-24T21:37:15.253Z
G02,447,remove,Doing,G02-A16,2026-06-24T21:37:15.253Z
G02,447,add,Review,G02-A12,2026-06-25T13:25:57.134Z
G02,447,remove,Waiting Review,G02-A12,2026-06-25T13:25:57.134Z
G02,447,remove,Review,G02-A12,2026-06-25T23:04:31.527Z
G02,448,add,CODE,G02-A16,2026-06-24T20:35:56.819Z
G02,448,add,SIZE_M,G02-A16,2026-06-24T20:35:56.819Z
G02,448,add,ART. 14,G02-A16,2026-06-24T20:35:56.819Z
G02,448,add,Backlog,G02-A16,2026-06-24T21:37:16.901Z
G02,448,add,Doing,G02-A16,2026-06-24T21:37:18.212Z
G02,448,remove,Backlog,G02-A16,2026-06-24T21:37:18.212Z
G02,448,add,Waiting Review,G02-A16,2026-06-24T23:10:18.678Z
G02,448,remove,Doing,G02-A16,2026-06-24T23:10:18.678Z
G02,448,add,Review,G02-A12,2026-06-25T13:25:55.813Z
G02,448,remove,Waiting Review,G02-A12,2026-06-25T13:25:55.813Z
G02,448,remove,Review,G02-A12,2026-06-25T23:04:41.094Z
G02,449,add,CODE,G02-A12,2026-06-25T13:33:51.399Z
G02,449,add,SIZE_M,G02-A12,2026-06-25T13:33:51.399Z
G02,449,add,ART. 18,G02-A12,2026-06-25T13:33:51.399Z
G02,449,add,Backlog,G02-A12,2026-06-25T13:34:32.512Z
G02,449,add,Doing,G02-A12,2026-06-25T13:34:33.837Z
G02,449,remove,Backlog,G02-A12,2026-06-25T13:34:33.837Z
G02,449,add,Waiting Review,G02-A12,2026-06-25T17:42:35.284Z
G02,449,remove,Doing,G02-A12,2026-06-25T17:42:35.284Z
G02,449,add,Review,G02-A19,2026-06-25T23:07:47.320Z
G02,449,remove,Waiting Review,G02-A19,2026-06-25T23:07:47.320Z
G02,449,remove,Review,G02-A19,2026-06-25T23:54:36.659Z
G02,450,add,Presentation,G02-A12,2026-06-25T13:47:08.302Z
G02,450,add,SIZE_M,G02-A12,2026-06-25T13:47:41.135Z
G02,450,add,ART. 17,G02-A12,2026-06-25T13:47:41.135Z
G02,450,add,Backlog,G02-A12,2026-06-25T13:47:50.769Z
G02,450,add,Doing,G02-A12,2026-06-25T17:42:42.007Z
G02,450,remove,Backlog,G02-A12,2026-06-25T17:42:42.007Z
G02,450,add,Waiting Review,G02-A12,2026-06-25T18:55:27.376Z
G02,450,remove,Doing,G02-A12,2026-06-25T18:55:27.376Z
G02,450,add,Review,G02-A19,2026-06-25T23:07:43.681Z
G02,450,remove,Waiting Review,G02-A19,2026-06-25T23:07:43.681Z
G02,450,remove,Review,G02-A19,2026-06-25T23:54:38.419Z
G02,451,add,DOCUMENTATION,G02-A14,2026-06-25T13:29:03.526Z
G02,451,add,ART. 16,G02-A14,2026-06-25T13:29:03.526Z
G02,451,add,SIZE_GG,G02-A14,2026-06-25T13:29:03.526Z
G02,451,add,Backlog,G02-A14,2026-06-25T13:29:09.686Z
G02,451,add,Waiting Review,G02-A14,2026-06-26T08:51:32.329Z
G02,451,remove,Backlog,G02-A14,2026-06-26T08:51:32.329Z
G02,451,add,Doing,G02-A14,2026-06-26T08:51:35.149Z
G02,451,remove,Waiting Review,G02-A14,2026-06-26T08:51:35.149Z
G02,451,add,Waiting Review,G02-A14,2026-06-26T08:51:37.710Z
G02,451,remove,Doing,G02-A14,2026-06-26T08:51:37.710Z
G02,451,add,Review,G02-A14,2026-06-26T08:51:39.754Z
G02,451,remove,Waiting Review,G02-A14,2026-06-26T08:51:39.754Z
G02,451,remove,Review,G02-A14,2026-06-26T08:51:42.256Z
G02,452,add,DOCUMENTATION,G02-A13,2026-06-25T13:38:32.433Z
G02,452,add,SIZE_M,G02-A13,2026-06-25T13:38:32.433Z
G02,452,add,ART. 16,G02-A13,2026-06-25T13:38:32.433Z
G02,452,add,Backlog,G02-A13,2026-06-25T13:38:48.402Z
G02,452,add,Doing,G02-A13,2026-06-25T13:38:52.199Z
G02,452,remove,Backlog,G02-A13,2026-06-25T13:38:52.199Z
G02,452,add,Waiting Review,G02-A13,2026-06-25T13:59:34.043Z
G02,452,remove,Doing,G02-A13,2026-06-25T13:59:34.043Z
G02,452,add,Review,G02-A18,2026-06-25T17:14:14.304Z
G02,452,remove,Waiting Review,G02-A18,2026-06-25T17:14:14.304Z
